label,path,filename,sha256,file_size,is_elf,parse_failed,arch_aarch64,arch_arm,arch_x86,arch_x86_64,avg_string_len,entry_point,executable_sections,global_entropy,has_exec_stack,has_import_accept,has_import_bind,has_import_chmod,has_import_chown,has_import_chroot,has_import_clone,has_import_connect,has_import_creat,has_import_dlopen,has_import_dlsym,has_import_execv,has_import_execve,has_import_execvp,has_import_fork,has_import_getaddrinfo,has_import_gethostbyname,has_import_kill,has_import_listen,has_import_mkdir,has_import_mmap,has_import_mprotect,has_import_munmap,has_import_open,has_import_openat,has_import_popen,has_import_ptrace,has_import_recv,has_import_recvfrom,has_import_remove,has_import_rename,has_import_rmdir,has_import_send,has_import_sendto,has_import_setegid,has_import_seteuid,has_import_setgid,has_import_setuid,has_import_socket,has_import_system,has_import_unlink,has_import_vfork,has_rwx_segment,has_section_bss,has_section_data,has_section_dynamic,has_section_dynsym,has_section_interp,has_section_rodata,has_section_strtab,has_section_symtab,has_section_text,has_section_upx,has_str_base64,has_str_bin_bash,has_str_bin_sh,has_str_busybox,has_str_chmod,has_str_chown,has_str_cron,has_str_curl,has_str_dev_shm,has_str_etc_passwd,has_str_etc_shadow,has_str_http,has_str_https,has_str_iptables,has_str_ld_preload,has_str_netcat,has_str_proc,has_str_ssh,has_str_telnet,has_str_tmp_path,has_str_wget,has_upx,heuristic_score,is_static,is_stripped,max_section_entropy,max_string_len,mean_section_entropy,min_section_entropy,num_antidebug_imports,num_dynamic_symbols,num_filesystem_imports,num_ip_like_strings,num_memory_imports,num_network_imports,num_other_imports,num_path_like_strings,num_privilege_imports,num_process_imports,num_sections,num_segments,num_shell_like_strings,num_strings,num_symbols,num_url_strings,weird_section_names,writable_sections,zero_size_sections
0,samples/clean/clean_argument_echo,clean_argument_echo,674972aca279303d39eb55aebca27b51fcae908138125190cfcfa4ddcb709ffd,15976,1,0,0,0,0,1,12.945946,4192,0,1.535381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.281054,44,2.595692,0.0,0,7,0,0,0,0,3,1,0,0,31,13,0,74,43,0,0,0,1
0,samples/clean/clean_checksum,clean_checksum,cee9f518e2bf782aa3d03fd23612b160606ddb4855f213426b01b3a1e88abb26,16024,1,0,0,0,0,1,12.986842,4224,0,1.598377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.396694,44,2.624148,0.0,0,8,0,0,0,0,4,1,0,0,31,13,0,76,45,0,0,0,1
0,samples/clean/clean_fibonacci,clean_fibonacci,881ade8e05e07fb9897e5d0c7751799917b72a973386e2440159ff217d0eccf1,15976,1,0,0,0,0,1,12.753425,4192,0,1.525703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.260209,44,2.544527,0.0,0,7,0,0,0,0,3,1,0,0,31,13,0,73,43,0,0,0,1
0,samples/clean/clean_hello,clean_hello,35d2aeeb89ecf5b883a9de07f74b693bface7ad5f8ca74cc3658e3d0a9ff825f,15968,1,0,0,0,0,1,13.28,4192,0,1.508898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.124665,44,2.58712,0.0,0,7,0,0,0,0,3,1,0,0,31,13,0,75,43,0,0,0,1
0,samples/clean/clean_math,clean_math,9d795d86b949b915961edcf8c728aa8d77f90622236ac74b072413738d823433,16016,1,0,0,0,0,1,13.381579,4224,0,1.629733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.372074,45,2.650849,0.0,0,8,0,0,0,0,4,1,0,0,31,13,0,76,45,0,0,0,1
0,samples/clean/clean_prime_checker,clean_prime_checker,c3231ee40143a375a352a7004ceb8f04da7a25c507a455f75d8f9d33a4a1e209,16008,1,0,0,0,0,1,13.0,4192,0,1.573722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.40032,44,2.592989,0.0,0,7,0,0,0,0,3,1,0,0,31,13,0,74,44,0,0,0,1
0,samples/clean/clean_sort_numbers,clean_sort_numbers,094d75ccdde42c0c25ab9074833196d946241ded14558de53cc24ea6848edf65,16056,1,0,0,0,0,1,12.883117,4224,0,1.723991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.401023,44,2.604317,0.0,0,8,0,0,0,0,4,1,0,0,31,13,0,77,46,0,0,0,1
0,samples/clean/clean_state_machine,clean_state_machine,ced6a338e46b09170b651e608490640000b3565ad062569d6897318955c993ef,15976,1,0,0,0,0,1,12.958904,4192,0,1.513412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.26643,44,2.568898,0.0,0,7,0,0,0,0,3,1,0,0,31,13,0,73,43,0,0,0,1
0,samples/clean/clean_string_counter,clean_string_counter,501a8afdcdc1c655c723aa49ad0d8bbd976f19010c716f6ef75ceb23cf7cf043,16024,1,0,0,0,0,1,13.480519,4224,0,1.624051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.302992,44,2.647707,0.0,0,8,0,0,0,0,4,1,0,0,31,13,0,77,45,0,0,0,1
0,samples/clean/clean_table,clean_table,8e097191733bc6b2e463fd839c4c0ef244f881b8fbef698a58596cbfc749737c,15968,1,0,0,0,0,1,12.415584,4192,0,1.50792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.135374,44,2.586072,0.0,0,7,0,0,0,0,3,1,0,0,31,13,0,77,43,0,0,0,1
0,samples/clean/clean_temperature,clean_temperature,5a6fe7155292014c9f9ed46bb47a97d7ab48ad0d66e77941b43fa066167611f1,16008,1,0,0,0,0,1,12.693333,4192,0,1.577116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.484697,44,2.55234,0.0,0,7,0,0,0,0,3,1,0,0,31,13,0,75,44,0,0,0,1
0,samples/clean/clean_word_stats,clean_word_stats,6989a1759b2df4f6dc36ceb2135fe91f740aeb1273281763c1eebad91e27481f,16064,1,0,0,0,0,1,13.506329,4256,0,1.661318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.275006,57,2.644479,0.0,0,9,0,0,0,0,5,1,0,0,31,13,0,79,47,0,0,0,1
1,samples/suspicious/fake_antidebug_strings,fake_antidebug_strings,e68a6ed1a3fea6f59a5e65e070d775a3358505fe96ccec02e065c2e544883e50,17968,1,0,0,0,0,1,15.466102,4256,0,2.191203,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.04,0,0,5.250348,179,2.824742,0.0,0,11,0,0,2,0,5,7,0,0,37,13,0,118,51,0,0,0,1
1,samples/suspicious/fake_combo,fake_combo,2ea78b1006757f67c0dc4a56ea393fc3ed8a39e2d5a327f5fadc842e4f172c92,20848,1,0,0,0,0,1,13.597285,4320,0,3.0172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0.355,0,0,5.061864,179,2.865617,0.0,0,16,0,0,2,3,6,20,0,1,37,13,3,221,61,2,0,0,1
1,samples/suspicious/fake_dns_beacon_strings,fake_dns_beacon_strings,80632f896d2e3f45ea3b38e798e1efdc22347a3b4d701211bbbb85aee5a7aae0,19824,1,0,0,0,0,1,14.505882,4256,0,2.598652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.2,0,0,5.236846,179,2.83709,0.0,0,11,0,0,0,2,5,13,0,0,37,13,0,170,51,3,0,0,1
1,samples/suspicious/fake_downloader,fake_downloader,e151adcc11cd59e5b4a1a2be7c893940fc69f3e69154e729aa4d21b43bbdf324,17616,1,0,0,0,0,1,15.218182,4256,0,2.067297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0.2,0,0,5.233943,179,2.812671,0.0,0,9,0,0,0,0,5,12,0,0,37,13,2,110,47,2,0,0,1
1,samples/suspicious/fake_encoded_payload_strings,fake_encoded_payload_strings,746bfbc2bb5b4766091042d02bab85a96be30b6456fc67262e7e8a3d62c24563,17648,1,0,0,0,0,1,15.825688,4256,0,2.08415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0.2,0,0,5.238474,179,2.811425,0.0,0,9,0,0,0,0,5,10,0,0,37,13,1,109,47,1,0,0,1
1,samples/suspicious/fake_filesystem_imports,fake_filesystem_imports,e0eea072ae5a57b191a413b825e7ec0727b074be8a19070049bc004d7f148012,18368,1,0,0,0,0,1,15.462121,4256,0,2.3156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.16,0,0,5.288056,179,2.824653,0.0,0,13,4,0,0,0,5,13,0,0,37,13,0,132,55,0,0,0,1
1,samples/suspicious/fake_fork,fake_fork,3db6cd2743b5bf2be45f83ec6873f405d4e72da08b41f4959a2c0031bf581a9f,18008,1,0,0,0,0,1,14.247934,4384,0,2.185298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,5.257138,179,2.821874,0.0,0,13,0,0,0,0,7,8,0,2,37,13,0,121,55,0,0,0,1
1,samples/suspicious/fake_loader_imports,fake_loader_imports,4cab5240408b013215e5b8e208f4741971b312ee441a6a016f8d75e6228b75a7,18168,1,0,0,0,0,1,15.330645,4256,0,2.23606,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04,0,0,5.275149,179,2.820013,0.0,0,12,0,0,3,0,5,8,0,0,37,13,0,124,53,0,0,0,1
1,samples/suspicious/fake_memory_behavior,fake_memory_behavior,d3bc46c529e90f1ebd151afd80d9a65ab6f08495e5acb71deb343065a9f35f9c,23376,1,0,0,0,0,1,15.687679,4416,0,3.333859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,5.237595,179,2.878166,0.0,0,14,0,0,3,0,7,9,0,0,37,13,0,349,57,0,0,0,1
1,samples/suspicious/fake_network_client,fake_network_client,aaef3b862d891bfa3a980c4903bec7da966619b70b0dd71f5c6a043e39c49af7,20328,1,0,0,0,0,1,13.827225,4480,0,2.808179,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,5.284777,179,2.886363,0.0,0,17,0,1,0,2,11,10,0,0,37,13,0,191,63,0,0,0,1
1,samples/suspicious/fake_persistence_strings,fake_persistence_strings,6a3ffa8eadcf08adc8d4cf94077b6d30da12c55b9a312173683312f50782daa2,17632,1,0,0,0,0,1,15.297297,4256,0,2.086351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0.2,0,0,5.25449,179,2.813031,0.0,0,9,0,0,0,0,5,10,0,0,37,13,0,111,47,0,0,0,1
1,samples/suspicious/fake_privilege_strings,fake_privilege_strings,e24bda43ef3bf360620af4da5ad96ef2898750bf943e0ef3a9498f07519f9206,18152,1,0,0,0,0,1,15.248062,4256,0,2.255743,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0.12,0,0,5.273104,179,2.822258,0.0,0,12,0,0,0,0,5,11,3,0,37,13,0,129,53,0,0,0,1
1,samples/suspicious/fake_proc_scan_strings,fake_proc_scan_strings,05c74b1ac391af1451993c5daba40199ced52f34dff867fd8cf0032597794c63,17632,1,0,0,0,0,1,15.311927,4256,0,2.059317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.08,0,0,5.249153,179,2.808049,0.0,0,9,0,0,0,0,5,10,0,0,37,13,0,109,47,0,0,0,1
1,samples/suspicious/fake_process_behavior,fake_process_behavior,98bdce42cfd13e1cee078575b77618cc28f676de006934d633f05a2affa4d762,19160,1,0,0,0,0,1,14.049383,4256,0,2.459914,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,0,0,5.252847,179,2.842978,0.0,0,12,0,0,0,0,5,9,0,3,37,13,2,162,53,0,0,0,1
